userId,triggerId,gpsOffsetKm,deviceFingerprint,claimCount30days,platformActiveStatus,claimTimingVsPolicyStart,lastDeliveryCount,deviceClusterSize,isRepeatPattern,isFraud
f7eea1a8-2a1f-45b3-84ba-6d65913258fd,1a52f2ed-18ba-4e12-b8fb-06738818d99a,1.16,fp_28c4657f,1,1,5757,5,1,0,0
184b1300-08cf-49cf-9888-ad56e2d3cbbb,e6db0bac-5dec-4adb-bca4-8f5ccc1e1104,0.17,fp_d6c2831b,2,1,1273,1,1,0,0
34529e98-7f4c-4461-a431-08f2ca3456ec,b3d290ef-4203-4c78-a9a6-a656dfc01b2c,1.34,fp_2ba1190e,3,1,5583,5,1,0,0
7abcaf23-f84b-4e96-baa9-39cf05a19ed8,dfe2bc8b-7b76-47de-965a-dfb203ddbc4f,0.28,fp_3716929d,1,1,3029,5,1,0,0
abe9f702-5c8e-45ac-88b6-06a57c80285e,57e6ec33-0407-4407-8969-c618cea3da80,0.74,fp_a2e700fa,0,1,9422,2,1,0,0
7c477f13-5cb8-4eb3-865e-0003f82629b1,c702c366-8839-4b05-b4c2-614ab5d3d989,1.62,fp_13c79502,1,1,2588,5,1,0,0
5f745878-eed6-4a97-b040-81717cfd7ae2,c2678045-0f3b-462a-a9ac-e5935e419d53,123.64,fp_c2e368b8,0,1,6103,5,1,0,1
6011627d-8386-4fd5-89ec-7a203440fdb0,acfb3126-ef5f-445f-ab0e-97e05b223ab1,1.89,fp_019c7fef,0,1,4244,2,1,0,0
2fcbbd9c-d978-4a1a-aeba-f214cc909826,48114e9d-c4ff-4437-867d-c52907a944c6,2.14,fp_eb50fede,1,1,3700,5,1,0,0
e8969f49-f124-4fcf-865b-24a8b8873fd6,9689ace6-1674-42ab-8064-5eaf23bf1d10,2.58,fp_75e5a0cc,0,1,5029,3,1,0,0
ccd898f3-4ad9-4de5-8476-dc89e65dbb78,4226cfde-e62c-465a-b519-414d08d8d2e2,0.93,fp_a306b3c7,0,1,616,5,1,0,0
e9ff0bc0-1a26-4fe9-9fd5-566557d8d81b,8046574a-49aa-426f-820e-e47762cf2b0f,4.95,fp_fraud_003,3,0,2908,2,3,1,1
c7e94d44-8271-47ec-b3aa-e06379ae700b,c16d8257-82b8-4c5a-a5e8-3f46c1ca1373,3.21,fp_efcf0e02,0,1,1902,4,1,0,0
183d4daa-bcf5-4a60-8a8b-30961dc48de5,b162d34c-a64f-4c15-9bf8-05989149eaf5,0.95,fp_64a470a6,0,0,3522,7,1,0,0
a979b57a-8221-469d-a1eb-fe6cdfd2c854,571e8679-0695-4b64-9116-56080353f358,2.88,fp_37662abf,0,1,1531,6,1,0,0
2229f073-77c8-48cd-abb0-9f3f54605615,902921b6-a0be-44f5-9e70-42540a64ee79,3.01,fp_652c8018,2,1,6960,3,1,0,0
d98d6534-2a10-46c0-b494-eaea1c009678,8ba30b85-7f9e-4f06-98f2-fd83b0e77470,0.24,fp_8469fba4,0,1,8689,6,1,0,0
079c147c-ab7c-426a-b95b-69c4c8a48729,ba2bc43d-2cf6-45fa-999a-91bc934b3f78,3.58,fp_5e2aa04e,3,0,330,1,6,1,1
ba72f8ca-2c91-4250-8314-80ba5070c8d9,028e7b49-c88e-4df3-b7f3-8ba3ca68f3ab,2.21,fp_722d15b5,1,1,6445,5,1,0,0
7eb7f71f-3964-41e2-bf93-7fb13754cf52,c1fbe905-64de-425f-a060-9f2b9c5f9827,3.3,fp_0b3b6e0a,3,1,3065,1,1,0,0
b7c00c33-11e2-413e-9a19-28c746db7435,745ff00c-81c6-469c-aff6-0dcb2467f92b,2.35,fp_de532e1a,0,1,6119,6,1,0,0
c52ab96c-4d14-408c-a163-5c27db0fdda2,47e7fed7-23dd-46e2-937f-f157f319170b,1.05,fp_a22f1a61,2,1,4401,0,6,1,1
1fcb98f9-f724-49e5-93cc-4839490a3a11,0272fd66-a74f-485c-a2e6-de93862af25b,2.27,fp_e4180d73,0,1,1150,4,1,0,0
ac250ced-8bad-44e4-9e2d-a3a527b53f0b,c59f50fc-bdc3-4fda-865c-a35a6357b706,4.47,fp_090667a0,0,1,27,0,1,0,1
2bd73647-27c1-47bd-a471-7d6717cc161b,0c844c50-8864-411a-b910-518400bc1d22,135.26,fp_85e12635,0,0,3551,5,1,0,1
1ea1ad65-d659-40f4-8171-b033beb611ac,f2fdb424-2757-4785-8488-fe7f6dc335b5,1.18,fp_aceee927,0,1,1374,2,1,0,0
2976f54f-594d-4faf-a876-2c67a442db25,ddab2899-2513-4ea2-965c-1956a7f0bc32,1.68,fp_3dab53dd,0,1,4286,4,1,0,0
f5db2dc4-5616-4510-bce0-72aaa6a73088,7234a514-ce20-4b27-8c33-ca5f427249d6,1.74,fp_2cd477ba,0,1,9098,3,1,0,0
614134fc-1e2b-4373-bc92-616baebc855c,818d392e-910a-406b-838b-2e0749224d85,0.65,fp_abd1d628,0,1,4495,2,1,0,0
2b0e6014-51da-4119-aa70-6eae128666a8,2b3183d3-1853-4ab1-be3b-659829bc2792,1.66,fp_e4f8bdcb,0,1,9571,3,1,0,0
56fc1eeb-3403-41ac-820d-f4663865c4e7,152af430-4af8-4d03-a620-c0731ef630b1,0.77,fp_41e1cb97,0,1,4451,5,1,0,0
2a5dbf0d-a4f4-4373-9759-b0e0df91c849,9a90ceb5-6e9a-4713-b3fc-8ef3c734add8,2.8,fp_d5882465,0,1,999,4,1,0,0
46071e4d-5e6b-4d89-9f3a-ab27418d1a5a,ca563ae8-3f72-4c8e-a17c-dcab36a28e3b,2.38,fp_4cd20ea5,3,1,4112,5,1,0,0
4f82a5f7-eaeb-47af-82fe-4eae296a4f6d,aa4c2dc4-a990-453f-aa0e-1b3266bea1a8,0.64,fp_2aae0eca,0,0,2078,5,1,0,0
ed0aa393-f945-4eed-845c-9ef42009617f,e332ef81-a425-4794-a656-f4daa3ebd913,3.06,fp_8bb14f0b,3,1,8087,3,1,0,0
ce5dc2e3-4511-4aa3-b846-e5736fa6f912,49718dcc-7398-4f0b-96f8-7b3f9f51d626,2.61,fp_8af319dd,0,1,6733,6,1,0,0
b8dcf15d-9426-458e-842a-56c9c9fc1f98,a7cf612c-71dd-4835-a3b8-acbd20fc26f8,1.51,fp_4e100d05,4,1,5342,5,1,0,0
22fcf03b-9868-4b18-91ce-a5730e3c0a9e,e1a6df5b-3817-485d-af01-a4753f1a5081,82.89,fp_34e0c812,0,0,2896,4,1,0,1
c2fa8b96-9825-49ee-a7f5-9d3811d997aa,cf471a48-6876-4a4b-b7a2-05b67a2ea682,2.79,fp_1da1417e,1,1,9857,5,1,0,0
7e8f4651-d659-475e-95a6-1f894d637fad,81501f09-d638-419f-8f82-328a344f766c,0.62,fp_acd399c5,2,1,1365,1,1,0,0
1a140ca8-f699-4d23-b878-37aea2090eda,824330ed-e920-4f6e-b96b-d4c20b282a0e,1.81,fp_8fc33eb7,3,0,20,2,1,0,1
dc4ad01e-3b05-418a-bd1d-090f75d7e74f,20c4e515-acd8-4b1b-8aab-8df6a09201fd,0.91,fp_d4b62e5e,1,1,1268,3,1,0,0
5d9c752a-e61f-4fec-bd65-3084750704fe,c28da168-f4ba-4e1b-85d4-1282fd9744ea,4.18,fp_b530b15c,2,0,2479,2,6,1,1
f3fab1db-2cae-49d9-b48d-dd10445ac345,2472af2c-5ffe-40e7-aa2b-005529d72e7e,1.23,fp_afa5bff3,1,1,884,3,1,0,0
39757170-bd74-482e-b64e-42af232315f1,98171fdc-7c30-4f92-94e2-efbf01ecc176,3.31,fp_a7d51822,1,1,1267,5,1,0,0
64c7d8f9-3aa2-401d-842d-c432fca6481e,0a143d43-207d-4c6e-b82b-b93e3fc55ff5,0.46,fp_54baaeca,0,0,23,0,1,0,1
bbe18c46-e6be-4bbb-8d5b-b9dae01c1c4e,aefaa1d3-4217-4323-b28f-997708e47409,2.15,fp_0e4527bc,6,0,103,0,1,1,1
291b4c63-eee9-4374-9667-619579ffb714,890c0fd3-5cae-40cb-ba70-81acb43e66ca,0.48,fp_e274e115,1,1,7566,3,1,0,0
2185cb4e-8e48-4f3a-8efb-24fc92c2ceea,bcfe55a6-c9fd-4a8e-8b73-4b87b457145a,1.87,fp_a2a1de9c,2,1,6139,4,1,0,0
fed95589-a8df-44a5-bedd-dc82860f591c,347a1973-a988-4a58-a3c0-e76b6e538d06,2.07,fp_5965d080,2,1,6171,2,1,0,0
a9436794-0069-4730-b77f-b8627a150c89,6f4f4dea-be16-432c-8888-2fb56f3214ef,0.2,fp_10652e80,0,1,9856,3,1,0,0
e43c73ed-cc86-4975-b682-b73b5cb4a10c,3001c49a-362f-4a20-b177-da53f8b9e0b4,3.67,fp_a8c30a49,4,0,131,0,1,1,1
77be0f68-d421-4cca-860a-42cce7b029a6,aba414b8-3932-4e34-953f-42d2aebfc86f,1.49,fp_314e3003,0,1,5750,5,1,0,0
546d4866-71e6-4c5e-9b50-55616a65e2b3,3bde6da0-e946-4e8d-ad24-73333aa29000,0.33,fp_dadff50c,0,1,9033,3,1,0,0
a1f0bbd4-d59f-4af4-8c8c-98635de0aa19,b40d263f-d9d4-48c7-90e6-9e5dc90005fe,1.1,fp_3e0daf51,0,1,4608,2,1,0,0
8682cf35-fd6d-4e48-ae83-42dfa8740266,820d817a-bf49-4747-bc32-db636cc66e65,148.27,fp_2e972f24,1,1,6385,5,1,0,1
37313646-fc7c-4dc1-bafe-b8c544e6f332,ff9a094c-5f0e-4db3-b6af-7ab676c2c13d,3.39,fp_2b2a990b,1,1,2869,3,1,0,0
af577f65-0ec3-4995-9429-1f642f9eb1d6,40506313-b1e3-4e4d-957a-cd61413598bc,6.65,fp_08c6cada,4,0,1566,3,3,1,1
d6cd9f9b-d776-49fa-b3e4-5c31e57a3069,48379a3d-f60e-41a2-a840-1aef523d03af,0.94,fp_5a191285,0,1,1814,7,1,0,0
36918b01-cce7-4d16-a5f8-d3e97289917f,290c4ffd-9b01-445e-8280-d27294005b7d,1.1,fp_e0df01d2,1,1,3819,6,1,0,0
d205026e-4087-40bb-a80f-eb7b34544c66,3ceefae2-549f-434c-9e4e-45a667453a93,1.31,fp_0d71164d,1,1,9689,3,1,0,0
ce76a899-7853-4825-bcaf-aa0bc5889f0e,9f6b6984-5208-48fe-814b-bb21da635aa4,92.32,fp_1f196c34,1,0,4369,2,1,0,1
ad179f05-36eb-4902-a216-6393ca0b04a8,93c100d4-e4c3-4b5c-86bb-3ef76cd58a10,2.06,fp_912d242c,0,1,6507,3,1,0,0
b2dbe91e-2474-4b15-a78f-18baebf4926e,9687c720-04ad-4397-bda8-56a22868ff1c,0.39,fp_f77876ec,0,1,6120,1,1,0,0
577a4d09-6e53-4fc9-baf0-e1c24d480fe6,0d79a2f6-70d1-4114-abd6-b05c19e04d8b,0.7,fp_3d5203b1,2,0,1155,3,5,1,1
5de619dd-4087-4061-b5d9-b29e3a0012e4,cc59562f-d843-4899-ac4c-bc616764a5e9,1.73,fp_17f9c28e,2,1,1768,3,1,0,0
9fa56794-ae01-445b-bfc6-5b352b9f6d67,bd511b4c-6d59-44b8-8a99-1720ae4424cc,1.48,fp_7b7fb670,2,1,1916,6,1,0,0
e706067f-5a19-451b-b7ea-d72aecb1316a,8f8e3124-e8d6-4ac1-a1b0-0f98d457e994,0.14,fp_4b99fb39,0,1,817,5,1,0,0
722f5f53-de79-4a15-bd5a-fbefe26e95f6,31477e76-a73d-406c-9a78-df1b6ddd43b1,3.4,fp_dd78a07e,1,1,1132,4,1,0,0
144466fa-04d8-47d4-8e2d-585ecbc85b9e,31e2e7de-da4e-4844-8a60-f9a44754e3f5,2.57,fp_ef3b3136,0,0,6734,7,1,0,0
1c20a585-de64-4716-ba88-888ddb710918,243c4ab4-1e87-4bc9-9df3-cba12176fea3,4.38,fp_1278f282,3,0,45,2,1,0,1
3e0fbc0b-1ea8-4c17-9766-8ad34b88f3e2,962882de-f16a-40e5-9dcb-fefa2aefd343,1.28,fp_2c9a664c,1,1,4683,6,1,0,0
7bbcd2fd-46d1-4eca-ba86-5dc8714edddb,fd450eba-54fc-47df-a85f-fed4044b8ccd,2.48,fp_b74d1ff0,0,1,8412,4,1,0,0
fe5ff6ec-01f1-4986-a882-7c5b66060b4c,061bd54a-3825-46e6-9a8e-aa1c02add2b9,0.97,fp_a29b3eaf,0,1,6559,1,1,0,0
15fd6593-9cb9-4362-9e04-78de90c95b70,528f1d74-cdae-4985-a772-c004db99f723,3.02,fp_db954dd0,1,1,3182,2,1,0,0
8841f82c-a70e-44ff-a8f3-f73d4c72e1d5,72da6d53-f44e-486a-8820-c13d0d0768eb,1.15,fp_e9433d9b,2,1,5399,3,1,0,0
2295526c-581c-45e2-9de1-76cd4563a8ae,ece0da69-face-431e-a20b-d2706a049c4a,0.14,fp_60b347c8,0,1,9480,3,1,0,0
221ad7ed-bcf6-40d9-957a-3ca13dc7fe1e,e7e6f633-b130-4364-ba43-f8f6a27afb36,1.68,fp_aa8e4c96,3,1,5165,3,1,0,0
b1de7ff1-7a3b-460d-8936-e14b1a187000,2a442f00-b333-4047-a461-a6a28d2707ad,2.06,fp_0b3cca66,0,1,3897,7,1,0,0
f01094ac-bbd7-482c-8d15-7f34eae53c54,a1c2445c-0a43-4ab4-92ad-91b76bd34f7b,1.5,fp_40e14045,2,1,9206,5,1,0,0
3ebcb338-f7c2-498d-8dde-1a747f6b4824,5c60e4c9-8a08-4a6d-bcda-5d2630925988,1.7,fp_b7667e70,1,1,1187,3,1,0,0
4e4c3ef5-4749-4572-a257-ab31fa5af90e,76e29a25-410b-43b6-8f1b-893caaeb2afd,3.23,fp_879967a6,0,1,8040,5,1,0,0
59b5a135-e03e-4e69-bb4a-5d6c7d26549f,5dcdc581-2ec6-4554-a0bc-7e96cf8493ac,2.09,fp_584262f3,2,1,9340,5,1,0,0
f158db61-9e75-4432-bcf3-207ed0c125ac,d3869db2-1582-4d01-86ba-b9e94af4595a,1.54,fp_4200bd6f,1,1,5172,2,1,0,0
e8056c4c-4ce5-4195-86a1-e542c1976eb2,1b279487-46bb-482e-ad26-facbb1dd112e,107.41,fp_ac7f850b,2,1,5610,2,1,0,1
72487579-7b25-4db1-b584-098e72799a0b,f15f6ea0-ad5c-42e0-b094-f163687d8c0e,1.59,fp_4929c42f,1,0,8994,3,1,0,0
b6ba9952-0be6-437d-9238-53a5292cb2ca,547b4857-0ed3-4303-a1a5-f7153e1bbe63,0.22,fp_328d2f0c,8,0,149,0,1,1,1
4c8e4616-4437-4a34-9d1f-90dbca02b410,bd4b324d-49ea-44f0-a8e7-82a3da61a0a2,0.68,fp_7c4d8171,0,1,5515,3,1,0,0
ca7bd3f5-c7b2-48bf-9aab-c80351c07e77,f39e78bb-b8a7-44cb-a1f8-fdbd9925670c,0.41,fp_37a14f3c,1,1,3704,2,1,0,0
ac66bfdc-2571-4e88-87c8-0097616e1d40,33481fc6-3758-4cac-a4e4-166b5b7161ab,2.63,fp_dc9f3ddd,1,1,3148,2,1,0,0
c55d826b-1d62-4336-a2fa-e5620baba3bf,bce41eed-700f-4ed1-bc71-fe8e44728a1b,3.22,fp_3efdf2aa,4,0,156,0,1,1,1
5d5eed3c-3c43-4d60-8c37-ec16211c3e8e,900050d3-1e2a-4d40-8344-b3d30ff7d5b4,58.74,fp_dd38dc61,1,0,4590,4,1,0,1
a381be7d-3b1c-46e2-8fef-55e59e415d89,bb1e06bd-1119-44fe-8b52-80b97f11ec8f,2.39,fp_52f36dfd,1,0,2605,4,1,0,0
70fa99a6-b62b-4877-be4d-8d3b8944c5b1,97a5cd7b-fbe8-456c-ba27-75d723034db2,2.07,fp_f2a2d566,1,1,8283,6,1,0,0
796fb6be-6199-4336-aab9-45c55f7a4110,ca2053b2-4b07-4ee2-b52d-139019bfcd5f,0.9,fp_86e5940a,1,1,7918,5,1,0,0
dd64b4ce-8477-45af-b76b-b7be73a3d2dc,6548690f-7418-4387-9f69-c6093582f79c,2.64,fp_0506fac9,1,0,4703,7,1,0,0
7bae7700-0c25-407a-adb3-0d9c24e99e94,4d7206b4-2601-4202-bda8-edbadffc0dcd,1.81,fp_d1e8b639,0,1,1117,8,1,0,0
416fdb16-0302-42ba-93d1-49d86d5119fc,84c5b89b-170c-4447-9595-bf468c4445fd,0.54,fp_6438c78e,0,1,2783,6,1,0,0
8fe75afd-efce-41a9-8a2b-6cc4156ee004,cd94165a-1a1c-4844-a8a6-e1f1058dad34,0.75,fp_21a7abce,0,0,17,1,1,0,1
fe04ebde-3b75-4d50-97a0-13ce7a2873fb,76f16e40-bf27-4932-99ab-8a9b64b42a21,2.64,fp_0b441fd5,0,1,7308,6,1,0,0
448ea803-aef9-47db-bcfb-c4b84a685eb9,40aa2253-bef1-4839-822a-ca3f082eae1c,0.83,fp_3130af39,1,1,8262,4,1,0,0
20ae6376-33f5-4a1d-ab2c-2079f01e5d98,bcbb0ef8-260e-4e50-8068-881253feae82,1.4,fp_f4c6915b,2,1,6920,3,1,0,0
b14d622e-dc07-41fa-8c3b-a16d84f9000a,fc26165a-0a16-452a-9377-05c01629e5b0,1.59,fp_cae656a3,1,1,6128,2,1,0,0
ebe2ba85-6967-4da7-89fe-c361ecf6ce47,83504a8c-babd-4a73-b566-5e3c56c492bc,0.86,fp_792d2742,1,1,9495,3,1,0,0
e4999479-b18e-43de-839a-0f83dbb35f24,1fe3119c-8583-45ed-87cf-5e8525e00f04,0.36,fp_0fd31b51,0,1,2074,4,1,0,0
9f64af60-c687-4179-a505-602240085ca0,9045a254-4191-4f30-b772-86d04e61cfe0,1.01,fp_9d9bff71,3,1,1521,1,3,1,1
bf34b27d-c3c9-453c-b653-23893e0138d2,0915fb2a-e833-4205-bce2-3f8a7a970883,1.59,fp_cd005573,2,1,4293,7,1,0,0
db7d12d0-2d83-42bb-8643-710815eab4d9,e2822b2c-3bb5-41ee-adcd-34b015e86619,2.42,fp_fa5e6b44,0,1,587,2,1,0,0
ad0aeada-c862-4e89-a16c-d72b1a3c16e2,da491843-f8cf-4f8e-adfd-bed706011ba7,2.82,fp_2d110fa7,0,1,5270,1,1,0,0
b6b61028-8e7e-475c-9c10-caf673a3d1af,380f65ae-8243-428a-8790-fc07afd15139,1.64,fp_4a3b51c3,3,0,4822,5,1,0,0
7d50446a-24af-4580-bfb9-2dea8f62eb2b,8e8577fc-33e9-41c5-ab6c-fb8a050ecdf6,2.29,fp_e49b3b04,1,0,8853,5,1,0,0
306a7fe9-4709-44da-b54e-be2529c13dcd,461da690-467b-4a55-952f-02294a5c4b56,2.13,fp_73beae58,4,1,6640,2,1,0,0
dd94cdec-c1d4-42fb-b5a9-064c57105198,71fa0bf8-6e31-472c-b38b-4c66f610cc13,0.12,fp_6cd052e0,1,1,2812,9,1,0,0
961e9c8a-ee7d-45f4-ad02-65f5782b1826,8d4435a4-c851-49dd-b304-70e8c6086375,1.54,fp_40aa1b96,1,1,3618,4,1,0,0
c2d31ad4-7f44-4eb7-9d0e-fd908b9c9d06,b4c75b72-48bf-483b-b98a-6f7f72db60e7,2.21,fp_db7f132c,1,1,9693,3,1,0,0
0e2ae3fa-c1b6-4178-9a23-5b39bbd2a69e,a471ed00-2ee3-4699-b8f0-c479fc319d8a,2.15,fp_82caf79b,0,1,1872,3,1,0,0
0d746ef1-9b9e-4a8d-a280-1d576bb5ba9c,a6a1ab34-50cb-4dfd-bdbb-40a939c7e882,0.31,fp_76048e3f,0,1,8793,6,1,0,0
310ccbe7-bed9-41c8-a652-9ec5d9dd9c5e,f1f60c31-da21-40ec-84a1-5e47b8cd1f16,1.39,fp_55f4d4f1,1,1,4717,5,1,0,0
50ded0f0-43bb-4b83-ac5c-375615408d88,ebeaf558-b896-487b-a10f-33688ef7b4fa,0.95,fp_da4d46de,0,1,5392,2,1,0,0
185536f0-71f2-429f-a907-7d0138ddd8bf,c03172c8-1049-4e94-8650-ea611d7a0139,0.77,fp_d7025996,0,1,2073,5,1,0,0
d24a7d5f-74c2-48eb-9cd3-df3af2239056,42db0a35-0b42-454c-8659-195ef935e241,0.33,fp_c48e7ea1,1,1,8744,2,1,0,0
4ec76da2-f3f6-4330-8b30-655248955589,47093332-cc6d-48c6-9d90-ec8f831eafb4,1.12,fp_27219a9d,1,1,7666,3,1,0,0
e4477ba6-0aaf-4775-890d-a3b3dc950028,583a526f-12d5-48ae-baae-a44bf37ebf9c,7.04,fp_6994eccc,2,0,3496,3,5,1,1
03a7c8b7-a494-409d-9ea3-833244b88b8d,91b47ee7-14b2-4de7-a406-83e6bbb4d486,71.88,fp_bb4a303b,2,0,6722,0,1,0,1
14be6094-fb86-4a7b-8458-60782aacdcb0,8124e8a9-5a83-4912-b08b-8f14b2a7185c,2.24,fp_27af9060,1,0,9766,4,1,0,0
31b4dc19-4c15-41e3-a53d-0592ff30597f,d7299920-f771-4abd-b0db-f8b4fa6e783e,0.61,fp_4c74cfe8,1,1,2901,10,1,0,0
ea4dfe4c-84e7-4e05-819b-602640ef3f12,004ff8d5-066d-4f66-951c-fd8d94b44f90,1.77,fp_1bfe06c2,0,1,8715,2,1,0,0
3fe1067e-7089-48a7-9107-f340bc973f0c,1cb5321f-05f8-4c76-be5b-30c9930194d3,2.0,fp_7126ea10,0,1,1478,2,1,0,0
01be5df3-2dcb-429c-85fa-71d6bf2dfe49,958ebbdc-a135-4cc2-9aa8-2927a32b976e,1.59,fp_3f6ae2f7,1,1,6130,5,1,0,0
1451acc7-0d9c-4f6c-9413-a88210511a2c,18a83340-68f2-4e4b-afbc-c816c8e2e67e,0.0,fp_0ea6bf38,0,1,55,1,1,0,1
a4deff6b-dddf-4dcc-8ebf-0959ea62875a,f5fe48be-3082-4686-a0bd-64a1f53a4fac,1.44,fp_0f8e4ef2,1,0,2738,6,1,0,0
e5396944-6539-4d44-8f9a-160fd20cc763,b61ada76-e7ef-442a-90ca-187126c7e1f7,1.63,fp_d9e76a7f,1,1,2168,6,1,0,0
0d7fabf8-76d2-44bf-9e1a-3029a8ba96a7,223cac71-386c-4ae6-b0e1-5a0fa29ee01e,1.42,fp_71968667,0,1,858,1,1,0,0
d73cc0b0-72c8-49ff-9043-8d3102fec81c,b4119da9-14b7-4698-9de2-e84aa357d772,2.48,fp_bd4efb46,1,1,3572,2,1,0,0
28c7f034-54be-461b-86ee-2126e54b1190,a69e33db-7b16-433c-840b-354686e311c7,3.4,fp_4d7f4f0d,0,1,8613,3,1,0,0
e8f2a308-2119-406b-9faa-5eafb8dd2169,6299fc9c-b311-4bc7-9d54-53459ed0625b,1.19,fp_b184676b,0,1,5088,5,1,0,0
f83d15df-9fdc-4f97-bb41-d0e644931163,3dfb1f38-2fa9-4b2d-b476-0d8e3bc6ea72,0.73,fp_51168b9e,0,0,7404,6,1,0,0
df9cffa7-4a1e-43e1-bd38-62a8f8fd2b93,f31b6db8-190f-4e04-b34e-22f44d8f941c,0.62,fp_96439236,1,1,8700,4,1,0,0
c95372a6-1ac7-4a6d-b73d-956646f42170,18a2ce9b-d538-448e-94e4-95466c27277e,0.14,fp_415e6e38,3,0,35,0,1,0,1
b00451c2-7a5f-4467-82fa-c133e939f466,d89ff8e7-b75e-4cfa-b857-138bc3500274,1.5,fp_68ad6f5e,2,1,8830,2,1,0,0
20004e79-681a-45d1-a991-6bcb53fb24b6,520f01d4-ce72-4dab-a861-af2a3e4b1a03,1.73,fp_3a01ed9e,1,1,9303,1,1,0,0
0021ae0c-89bc-4bc1-9e04-ff352a8ef288,3ede41f3-3ddf-4d01-bea7-983965637603,4.16,fp_6dc67a5f,3,1,25,2,1,0,1
f435247d-0209-4952-a757-250598f5d65d,ed1b5903-6eff-4655-b4b5-7b66dd94aa23,0.77,fp_1c784cd5,0,1,8840,2,1,0,0
a060dc41-94da-4108-985d-a75826deedd1,12f2b237-7354-41f7-915c-c9c8ddeedf20,3.42,fp_eb2b82a5,0,0,1701,5,1,0,0
47460a9b-518c-4682-9877-3225e12434d0,ee0bfb24-a829-4ee3-97db-4de743d46838,0.29,fp_c0fe9f2b,1,1,1111,2,1,0,0
da760bd9-79a3-4b9b-9e72-5c684b56d001,57205376-cd5b-45dd-82a3-76859ee08778,0.69,fp_4231327a,2,1,7335,4,1,0,0
08d3ffbc-c653-4d9f-81b3-31a98b5733ec,25bc4f0c-a3bc-40fd-9b2c-0599330faa20,1.52,fp_4e118bdc,1,1,7361,4,1,0,0
98497b21-40f7-4c86-b4d4-324b2e00b35d,bc19fb9f-718c-4b8b-af9d-f030dfd3bc56,2.6,fp_96fe9d7b,1,1,5629,3,1,0,0
0d7e674d-981f-493b-a458-c2c8a4fc694b,426d8ed7-66f2-4da9-b7ad-d4097e77d2d2,3.71,fp_e87b02aa,1,1,4736,3,1,0,0
ab68dcf1-d59b-441f-aa08-0fe039015f73,b1534bf4-4f16-4ae0-88a1-19d7d775efd3,2.44,fp_f6753339,0,1,6648,5,1,0,0
8b9f425e-e216-48a2-96b9-7e76ce81fdaf,09ac2630-4cb2-4b48-8d08-7acca5df7511,2.19,fp_3737c144,0,1,3003,7,1,0,0
81da77c2-5448-42ca-b402-90f8f7c7720b,f8827744-683e-44b3-b077-5c6fbb8690d6,2.26,fp_07f5bd1a,0,1,7426,4,1,0,0
58bcacfa-483f-4b16-a969-4f6ceafda31f,f612064e-16de-490f-9480-022308e0e1e9,1.28,fp_1c2c76ad,1,1,4295,3,1,0,0
42e482f1-dd92-47d2-8bd5-088f1f7b2783,1da257a7-6dd0-4b76-898b-1fa98c8e4395,1.81,fp_7d4280fd,2,1,9976,3,1,0,0
e27ece19-a0f2-46a7-afba-caf3f6bd3afd,af3b14be-6f1c-42df-8764-e1a71ff78eb0,1.14,fp_3eee41de,0,1,9092,2,1,0,0
821910e0-adbf-49f9-a5bb-42dbcdaa2f47,19baa911-e88b-40d9-ba74-8f9d58d2acca,2.07,fp_0282e068,1,1,1190,6,1,0,0
36bf873e-a73f-4a8d-9497-721d5bcde944,76f4fa1b-be38-4794-b294-2cb560713011,0.46,fp_9bc33901,1,1,3716,3,1,0,0
3aed4842-7e9a-4be9-96e6-dd047657ef6d,b719fcbb-6a15-425b-974d-6c2f37f9e746,1.83,fp_f6291d0f,0,1,8721,6,1,0,0
bfa69eec-db9a-40d3-9009-0a1ef8b4236d,54bd30cd-4a54-464b-8319-867e367fb50d,3.13,fp_c4842a63,2,1,7506,3,1,0,0
b7a835e7-cbed-44ef-af52-2b75e1b8b9ca,5fb0c957-6522-4729-ad49-952b06279527,2.03,fp_ce0cc8f0,0,1,9833,5,1,0,0
2121a2db-8098-4e49-bd4c-a807be9f92a0,d732c580-877f-4f4c-8896-6f583f6ad1a9,0.6,fp_311fe412,1,1,7332,5,1,0,0
42f77bd1-c5ce-4a00-9978-296a045164e0,b79308d6-297d-41e2-8778-b98df3a3c263,1.41,fp_e97b30de,0,1,4056,3,1,0,0
363bd808-3486-462e-bdf2-6fd4cff3fe35,fa2520d7-222c-474b-80b2-8465ec83e5e6,0.91,fp_cd235580,2,0,4582,2,1,0,0
254433d5-f275-4c83-84ee-453a42f3abcf,0c32af7a-48d3-4c0e-a8c9-563f54a46d28,0.27,fp_519c4876,1,1,9892,3,1,0,0
3a256da2-3166-40d2-a499-2226226508d8,1a9c6e0a-008f-43fc-bd6b-545e733f5a75,1.28,fp_b1420633,2,1,7752,3,1,0,0
01df703a-07c9-42b9-af8f-75278ca86a0e,d6f72c32-2f78-4ea0-bc34-d033fe1986cb,1.59,fp_806e5caf,1,1,2495,7,1,0,0
6cd054de-a3cf-4570-a293-c7575090a846,f916d108-041e-4c4c-9344-021096f00522,0.05,fp_6a516462,2,1,3962,7,1,0,0
31d172c8-836b-4595-b833-4b028789ef7a,a64f14e4-c528-4481-a4e8-4cbe6a7fad4f,1.08,fp_7dc397a5,0,1,5066,3,1,0,0
